0.92234468460083008,00:00:00.000,00:00:03.254,Office learning algorithm will be linear regression in this video
0.92234468460083008,00:00:03.304,00:00:06.007,you see what the model looks like and more importantly
0.92234468460083008,00:00:06.057,00:00:09.061,you also see what the overall process of supervised learning
0.92234468460083008,00:00:09.111,00:00:09.361,looks
0.92234468460083008,00:00:09.361,00:00:09.560,like
0.89630728960037231,00:00:11.990,00:00:16.643,Let's use our motivating example or predicting housing prices were
0.89630728960037231,00:00:16.714,00:00:19.957,going to use a data set of housing prices from
0.89630728960037231,00:00:20.028,00:00:23.412,the city of Portland OR and you're going to plot
0.89630728960037231,00:00:23.412,00:00:26.697,my data set of a number of houses that were
0.89630728960037231,00:00:26.773,00:00:30.745,different sizes that was so for a range of different
0.89630728960037231,00:00:30.822,00:00:31.280,prices
0.89401435852050781,00:00:31.280,00:00:34.273,Let's say that given this data set you have a
0.89401435852050781,00:00:34.339,00:00:37.864,friend that's trying to sell house and let's see your
0.89401435852050781,00:00:37.931,00:00:41.456,friends houses of size 12150 square feet and you want
0.89401435852050781,00:00:41.456,00:00:44.613,to tell them how much they might be able to
0.89401435852050781,00:00:44.686,00:00:48.210,sell the healthful well once you could do is fit
0.89401435852050781,00:00:48.283,00:00:51.880,to model maybe for the straight line to this data
0.89855313301086426,00:00:51.880,00:00:55.760,Something like that and based on that maybe you could
0.89855313301086426,00:00:55.833,00:00:57.370,tell your friend that
0.80409091711044312,00:00:57.370,00:01:00.320,Looks at it and maybe sell the holes there around
0.90095601081848142,00:01:00.320,00:01:03.937,"Tuition $20,000 So this is an example of a supervised"
0.90095601081848142,00:01:04.005,00:01:08.715,learning algorithm and is supervised learning because we've given the
0.90095601081848142,00:01:08.783,00:01:12.673,quotes right answer for each of our examples namely would
0.90687131881713867,00:01:12.673,00:01:15.680,tell what was the actual house what was the actual
0.90687131881713867,00:01:15.740,00:01:18.326,price in each of the houses in our data set
0.90687131881713867,00:01:18.386,00:01:21.152,with so forth and Moreover it is an example of
0.90687131881713867,00:01:21.152,00:01:24.876,a regression problem where the term regression refers the fact
0.90687131881713867,00:01:24.936,00:01:28.420,that we're predicting a real valued output maybe the price
0.90687131881713867,00:01:28.480,00:01:31.423,and then just remind you the other type the other
0.89954609341091585,00:01:31.423,00:01:36.048,most common type of supervised learning problem Is called the
0.89954609341091585,00:01:36.124,00:01:40.900,classification problem where we predict discreet values outputs
0.89916616678237915,00:01:40.900,00:01:44.801,Such as if we are looking at cancer tumors and
0.89916616678237915,00:01:44.886,00:01:49.126,trying to decide if a tumor is malignant or benign
0.89916616678237915,00:01:49.211,00:01:52.010,so there's a 01 value to speed up
0.88747411966323853,00:01:52.010,00:01:55.197,More formally in supervised learning we have a data set
0.88747411966323853,00:01:55.255,00:01:57.862,and this data set is called a training set so
0.88747411966323853,00:01:57.920,00:02:01.165,for housing crisis an example where the training sets of
0.88747411966323853,00:02:01.165,00:02:04.235,different housing prices and our job is to learn from
0.88747411966323853,00:02:04.293,00:02:07.131,this data how to predict the prices of the houses
0.88747411966323853,00:02:07.188,00:02:11.069,let's defines notation that we're using throughout this calls going
0.88747411966323853,00:02:11.069,00:02:13.446,to define quite a lot of symbols is OK if
0.88747411966323853,00:02:13.504,00:02:16.578,you don't remember all the symbols right now but it's
0.88747411966323853,00:02:16.636,00:02:19.419,the coolest progress is will be useful to have a
0.87792447408040364,00:02:19.419,00:02:23.627,convenient notation so I'm going to use lowercase M throughout
0.87792447408040364,00:02:23.695,00:02:27.495,this course did you know the number of training examples
0.87792447408040364,00:02:27.563,00:02:30.210,so in this data set if I have let's say
