0.93347780000000014,00:00:00.000,00:00:02.839,In this video I'm going to define what is probably
0.93347780000000014,00:00:02.895,00:00:05.677,"the most common type of machine learning problem,"
0.93347780000000025,00:00:05.677,00:00:09.869,which is supervised learning. I'll define supervised learning more formally
0.93347780000000025,00:00:09.925,00:00:10.260,"later,"
0.93347780000000014,00:00:10.260,00:00:13.109,but it's probably best to explain or starts with an
0.93347780000000014,00:00:13.165,00:00:15.064,example of what it is and will do.
0.92090860000000008,00:00:15.064,00:00:19.499,The formal definition later. Let's say he wants to predict
0.92090860000000008,00:00:19.576,00:00:20.723,housing prices.
0.914624,00:00:20.723,00:00:24.832,"Awhile back, a student collected datasets from the city of"
0.914624,00:00:24.903,00:00:25.541,"Portland,"
0.9146240000000001,00:00:25.541,00:00:28.577,"OR, and let's say you plot the data set and"
0.9146240000000001,00:00:28.648,00:00:31.966,"it looks like this here on the horizontal axis,"
0.914624,00:00:31.966,00:00:35.509,the size of different houses in square feet and on
0.914624,00:00:35.580,00:00:36.855,the vertical axis.
0.9146240000000001,00:00:36.855,00:00:40.766,The prices of different houses in thousands of dollars.
0.9146240000000001,00:00:40.766,00:00:44.091,"So given this data, let's say you have a friend"
0.9146240000000001,00:00:44.162,00:00:47.700,who owns the holes that is saying 750 square feet.
0.88530470000000028,00:00:47.700,00:00:50.329,And hoping to sell the House and they want to
0.88530470000000028,00:00:50.387,00:00:52.782,know how much they can get for the house.
0.88530469999999994,00:00:52.782,00:00:55.323,So how can the learning algorithm help you?
0.88530470000000028,00:00:55.323,00:00:58.246,One thing a learning algorithm might be able to do
0.88530470000000028,00:00:58.305,00:01:00.117,is put a straight line through.
0.88530470000000028,00:01:00.117,00:01:02.998,The dates are also fit a straight line to the
0.88530470000000028,00:01:03.062,00:01:05.430,data and based on that it looks like.
0.9281416,00:01:05.430,00:01:11.090,"Maybe there holes can be sold for maybe about $150,000."
0.92586374300000007,00:01:11.090,00:01:13.633,But maybe this isn't the only learning algorithm you can
0.92586374300000007,00:01:13.678,00:01:13.860,"use,"
0.925863743,00:01:13.860,00:01:15.830,and there might be a better one.
0.908055067,00:01:15.830,00:01:19.088,"For example, instead of finding a straight line to the"
0.908055067,00:01:19.148,00:01:19.450,"data,"
0.908055067,00:01:19.450,00:01:23.188,"we might decide that it's better to Philly quadratic function,"
0.90805506700000016,00:01:23.188,00:01:25.739,or a second order polynomial to this data.
