0.946189642,00:00:00.000,00:00:02.989,"In this video, we'll talk about the second major type"
0.946189642,00:00:03.045,00:00:06.260,of machine learning problem called unsupervised learning.
0.914683461,00:00:06.260,00:00:09.621,In the last video we talked about supervised learning.
0.914683461,00:00:09.621,00:00:12.616,"Back then we can't datasets that look like this,"
0.91468346099999975,00:00:12.616,00:00:15.962,where each example was labeled either as a positive or
0.91468346099999975,00:00:16.024,00:00:17.078,"negative example,"
0.914683461,00:00:17.078,00:00:19.767,whether it was a benign or malignant tumor.
0.914683461,00:00:19.767,00:00:22.456,So for each example is supervised learning.
0.91468346099999953,00:00:22.456,00:00:25.597,We were told explicitly what is the so called right
0.91468346099999953,00:00:25.658,00:00:29.907,answer whether it's benign or malignant in unsupervised learning were
0.91468346099999953,00:00:29.969,00:00:30.646,"given data,"
0.91468346099999975,00:00:30.646,00:00:34.299,then those different data that looks like this that doesn't
0.91468346099999975,00:00:34.361,00:00:35.352,"have any labels,"
0.91468346099999986,00:00:35.352,00:00:38.750,so that all have the same label already know labels.
0.90440463999999954,00:00:38.750,00:00:41.574,So we're given the data set and we're not told
0.90440463999999954,00:00:41.635,00:00:44.213,what to do about it and will not tell what
0.90440463999999954,00:00:44.275,00:00:45.441,each data point is.
0.90440464,00:00:45.441,00:00:47.813,"Instead, we just here is the data set."
0.90440463999999943,00:00:47.813,00:00:50.874,Can you find some structure in the data given this
0.90440463999999943,00:00:50.936,00:00:54.915,data set an unsupervised learning algorithm might decide that the
0.90440463999999943,00:00:54.977,00:00:57.242,"data lives in two different clusters,"
0.90440464,00:00:57.242,00:01:00.648,"so there's one cluster and there's a different cluster,"
0.90440463999999976,00:01:00.648,00:01:04.583,and the unsupervised learning algorithm may break this data into
0.90440463999999976,00:01:04.644,00:01:06.366,these two separate clusters.
0.90440464,00:01:06.366,00:01:08.860,So this is called a clustering algorithm.
0.90687245100000013,00:01:08.860,00:01:11.463,And it turns out to be used in many places.
0.90687245100000013,00:01:11.463,00:01:14.776,"One example where clustering is used is in Google News,"
0.906872451,00:01:14.776,00:01:16.729,"and if you not seen this before,"
0.90687245100000013,00:01:16.729,00:01:20.397,you can actually go to thisurlnews.google.com to take a look.
0.90687245100000069,00:01:20.397,00:01:23.077,But Google News does is every day it goes and
0.90687245100000069,00:01:23.137,00:01:26.294,looks at 10s of thousands or hundreds of thousands of
0.90687245100000069,00:01:26.353,00:01:29.153,news stories on the web and it groups them into
0.90687245100000013,00:01:29.153,00:01:31.283,"cohesive news stories. For example,"
0.8731448845625,00:01:31.283,00:01:35.432,let's look here. The URLs Here Link to different news
0.8731448845625,00:01:35.510,00:01:37.859,"stories about the BP oil well,"
0.8653616,00:01:37.859,00:01:41.238,"stormy, so let's see I click on one of these"
0.8653616,00:01:41.315,00:01:41.699,URLs.
0.8653616,00:01:41.699,00:01:44.980,I'm gonna click on one of these URLs when I
0.8653616,00:01:45.056,00:01:47.421,get to is a web page like this?
0.8653616,00:01:47.421,00:01:51.459,Here's a Wall Street Journal article about the BP oil
0.8653616,00:01:51.536,00:01:53.669,spill stories of beep codes.
0.8653616,00:01:53.669,00:01:56.229,"Condo, which is name of the slow,"
0.8653616,00:01:56.229,00:01:59.731,and if you click on a difference URL from that
0.8653616,00:01:59.807,00:02:03.080,group then you might get a different story.
0.87456214366666651,00:02:03.080,00:02:05.216,"Is the CNN story. About again,"
0.89296323099999975,00:02:05.216,00:02:07.880,the BP oil spill and if you click on yet
0.89296323099999975,00:02:07.947,00:02:11.277,"a third link that you might get a different story,"
0.89296323099999975,00:02:11.277,00:02:14.769,here's the UK Guardian story about the BP oil spill.
0.89296323099999964,00:02:14.769,00:02:17.444,So at Google uses done is look at 10s of
0.89296323099999964,00:02:17.510,00:02:19.182,"thousands of new stories,"
0.89296323099999975,00:02:19.182,00:02:23.303,an automatically cluster them together so the new stories that
0.89296323099999975,00:02:23.369,00:02:26.626,all about the same topic get to display together.
0.89296323099999986,00:02:26.626,00:02:29.327,"It turns out that clustering algorithms,"
0.89296323099999964,00:02:29.327,00:02:34.549,"an unsupervised learning algorithms, are used in many other problems"
0.89296323099999964,00:02:34.626,00:02:35.240,as well.
0.9203735999999999,00:02:35.240,00:02:37.704,Here's one on understanding genomics.
0.92037359999999979,00:02:37.704,00:02:40.427,Here's an example of DNA microarray data.
0.92037359999999979,00:02:40.427,00:02:43.669,"The idea is valid group of different individuals,"
0.92037359999999979,00:02:43.669,00:02:46.689,and for each of them You Measure how much they
0.92037359999999979,00:02:46.755,00:02:48.921,do or do not have a certain gene.
0.92037359999999979,00:02:48.921,00:02:52.941,"Technically you measure how much certain jeans are expressed,"
0.9203735999999999,00:02:52.941,00:02:54.757,"so these colors red, Green,"
0.92037360000000035,00:02:54.757,00:02:57.695,Gray and so on. They show the degree to which
